ad_index,ad_id,ad_product,domain,subdomain,vague_query,product_id,user_search_query,ad_title,ad_description,url,seller,brand,label,image_id
2836,245640,Genuine BMW Engine Beauty Cover: Attractive beauty cover with ///M stripe for BMW,Automotive,Car Accessories,What are some ways to enhance the appearance of my car's engine bay?,3059916,engine of 2016 bmw x5,Genuine BMW Engine Beauty Cover: Attractive beauty cover with ///M stripe for BMW,"Part # 13-71-7-589-646 - A common cover to be missing from the engine bay, removed by someone but never replaced. This is the the cover only - installation hardware not included. Fits: BMW E70 X5 M, BMW E71 X6 M.",ecstuning.com,ECS Tuning,Genuine BMW,0,[IMG_CATEID_3127]
2837,1094453,Jambu Water Diva Encore Women's Shoes Mint/Dark Turquoise : 9.5 B - Medium,Fashion,Footwear,What are some good shoes for water activities that offer comfort and slip resistance?,1749397,womens jambu clementine sandal,Jambu Water Diva Encore Women's Shoes Mint/Dark Turquoise : 9.5 B - Medium,"Jambu Water Diva Encore - Women's Shoes : Mint/Dark Turquoise : The Jambu Water Diva Encore water shoes are made to hit the beach, lake, or river with their stretchy design, breathable comfort, and grippy outsole keeping you ready for whatever water sports await! Microban antimicrobial treatment in all Jambu products helps keep odors at bay, and promotes a cooler, drier feel. Water-friendly neoprene and nubuck upper. Easy slip-on design with hook-and-loop closure at the instep. Elastic lacing details for added structure. Soft leather lining. Memory foam footbed cradles the foot for daylong comfort. All Terra Traction outsole compressed rubber for superior slip resistance and lasting wearability. Imported. Measurements: Weight: 9 oz Product measurements were taken using size 8.5, width B - Medium. Please note that measurements may vary by size. Weight of footwear is based on a single item, not a pair.",zappos.com,Zappos,Jambu,1,[IMG_CATEID_323]
2838,2711431,Clorox Clean-up Multi-purpose Antibacterial Cleaner & Bleach Fresh,Home & Cleaning Supplies,Household Cleaners,What are some effective solutions for disinfecting surfaces in my home?,3337116,clorox disinfectant bleach,Clorox Clean-up Multi-purpose Antibacterial Cleaner & Bleach Fresh,CLOROX CLEAN-UP Multi-Purpose ANTIBACTERIAL CLEANER & BLEACH FRESH SCENT 32oz.. Condition is New. Shipped with USPS Priority Mail Small Flat Rate Box.,ebay.com,eBay,Clorox,1,[IMG_CATEID_4077]
2839,2393522,"little giant 6-cia sump pump,1/3 hp,1-1/2in npt,18ft max,ci",Home Improvement,Plumbing & Pumps,How can I prevent my basement from flooding during heavy rains?,2033387,sump pumps,"little giant 6-cia sump pump,1/3 hp,1-1/2in npt,18ft max,ci","Submersible Sump Pump, Pump HP 1/3, Voltage - Pumps 120VAC, Discharge NPT 1-1/2 In. F, Max. Head - Pumps 18 ft., Pump Body Material Cast Iron, Base Material Polypropylene, Impeller Material - Pumps Nylon, Shaft Seal Material - Pumps Carbon, Ceramic, Cord Length - Pumps 9 ft., Switch Type - Pumps Diaphragm, Max. Diameter Solids 1/8 In., Amps - Pumps 9.00, Diameter 9-1/2 In., Height 6 In., GPM of Water @ 5 Ft. of Head 46, Max. Liquid Temp. 140 Degrees F, Off Point 1 In. to 4 In.",zoro.com,Zoro.com,LITTLE GIANT,1,[IMG_CATEID_2284]
2840,2823098,ASICS Mens ® GEL-Nimbus 21 - Running Shoes Safety Yellow/Black Size 13.0,Sports & Outdoors,Running Shoes,What are some good options for comfortable running shoes with advanced cushioning?,3613163,asics mens gel nimbus,ASICS Mens ® GEL-Nimbus 21 - Running Shoes Safety Yellow/Black Size 13.0,"Packed with revolutionary lightweight FlyteFoam® cushioning and other advanced technology from the ASICS® Institute of Sports Science, this new edition of the Nimbus line caters to neutral runners of all levels. Its gradient jacquard-mesh FluidFit® upper strategically adapts to your foot's natural motion. Meanwhile, 3D printed overlays offer extra support for a more customized fit that keeps you going mile after mile. Synthetic fiber upper for strength and natural flex. Synthetic leather midsole for strong cushioning. Rubber outsole for traction you can trust.",footlocker.com,Foot Locker,ASICS,1,[IMG_CATEID_323]
2841,1904956,"Jordan Hydro 4 Retro Men's Slide Sandal, by Nike Size 13 (Black)",Fashion & Apparel,Footwear,What are some comfortable sandal options for men that are good for everyday wear?,944922,jordan slides for men,"Jordan Hydro 4 Retro Men's Slide Sandal, by Nike Size 13 (Black)","SOOTHING COMFORT The Jordan Hydro 4 Retro Men's Slide is equipped with outsole flex grooves for natural range of motion and a textured gel footbed that massages as you move. Benefits Hook-and-loop strap for a secure, adjustable fit Gel nodes on footbed for soothing comfort Foam midsole for lightweight cushioning Rubber outsole provides durable traction Flex grooves allow natural movement Style: 532225; Color: Black/Matte Silver/Soar; Size: 13; Gender: Men; Age Group: Adult",nike.com,Nike.com,Jordan,1,[IMG_CATEID_323]
2842,1658764,2-3 ft. - Pink Dogwood Tree - Vibrant Pink Blooms that Last All Spring,Home & Garden,Ornamental Trees,What are some low-maintenance trees that provide year-round beauty for my garden?,2473441,trees for sale,2-3 ft. - Pink Dogwood Tree - Vibrant Pink Blooms that Last All Spring,"Easy to grow. Readily adapts to variety of soils. Drought-tolerant, once established. Excellent disease-resistanceWhat more could you ask for from a small ornamental tree? Pink Flowering Dogwoods grow in most states in the USA. The large blooms put on an impressive early spring display, making it one of the most popular spring flowering trees on the market. Pink Flowering Dogwood erupts in a cloud of showy blossoms that darken as they age. Low maintenance, care free Pink Flowering Dogwoods. This is an excellent ornamental tree for homeowners on the go. A beautiful tree in all seasons, its fall color is fiery red, for a climax to warm weather. Pink Flowering Dogwood is an important source of food for songbirds. Your new Pink Flowering Dogwood tree offers great winter interest with red fruit and rust accents on smooth gray bark. The fruit provides an excellent source of winter food for birds. A graceful, low-branched tree will add four-season beauty to your yard. When shopping for Pink Flowering Dogwoods make sure you purchase trees with an excellent, healthy root system. At Brighter Blooms Nursery, we work longer and harder than our competitor nurseries in delivering you easy success and instant beauty with our well- developed root system.",brighterblooms.com,Brighter Blooms,Fast-Growing-Trees.com,1,[IMG_CATEID_246]
2843,1466410,Stranger Things - Stranger Things Season 3 (CD),Entertainment,Music Soundtracks,What are some popular 80s songs featured in TV shows?,3145612,stranger things season 3,Stranger Things - Stranger Things Season 3 (CD),"1. Baba O'Riley (ConfidentialMX Remix) - The Who 2. Things Can Only Get Better - Howard Jones 3. Material Girl - Madonna 4. Cold as Ice - Foreigner 5. She's Got You - Patsy Cline 6. R.O.C.K. in the U.S.A. (A Salute to 60's Rock) - John Mellencamp 7. Neutron Dance - The Pointer Sisters 8. Can't Fight This Feeling - REO Speedwagon 9. Wake Me Up Before You Go-Go - Wham! 10. My Bologna - ""Weird Al"" Yankovic 11. Moving in Stereo - The Cars 12. Never Surrender - Corey Hart 13. Lovergirl - Teena Marie 14. Workin' for a Livin' - Huey Lewis and The News 15. We'll Meet Again - Vera Lynn 16. Never Ending Story - Gaten Matarazzo and Gabriella Pizzolo Gender: unisex.",target.com,Target,Sony Music,1,[IMG_CATEID_4493]
2844,4190244,ShoeDazzle Dresses Bandage Fit And Flare Dress Womens Red Size XS,Fashion,Women's Clothing,Where can I find stylish dresses that are flattering for all body types?,3750024,red dresses,ShoeDazzle Dresses Bandage Fit And Flare Dress Womens Red Size XS,Be cute and flirty in the Bandage Fit and Flare Dress. This knit flatters all body types with a flowing skirt and short-sleeve construction.,shoedazzle.com,ShoeDazzle,ShoeDazzle,1,[IMG_CATEID_4061]
2845,143091,Old Family Recipe,Entertainment,Comedy Music,What are some humorous music acts that combine wit and storytelling?,3554172,photos of old family recipe books in the world,Old Family Recipe,"Like flies on a 3-bean salad, Nashville is buzzing about JR & The Roadkill Choir and their back-woods brand of side-splitting songs. With love ballads like quot;Youre too Ugly to be Cheatin on Mequot; and quot;Im Drinkin You Beautifulquot;, the relationship-ending quot;Im Not Drunk Enough to Dancequot;, and a tribute to the workplace entitled quot;Redneck with the White Collar Bluesquot;, they are quick to steal the hearts of their audiences and have built a loyal following. Often irreverent, always entertaining, JR & The Roadkill Choir go together--like R.C. Cola and a moon pie--although they often argue over who gets to be the moon pie. Everything you need to know about JR can be found stuck to the floor mats of his brown 1970 Vista Cruiser station wagon. He will tell you he is fully capable of writing a sensible love song, he just prefers not to. Always looking toward the lighter side of music, his original songs are infused with wit and humor and (only sometimes) a bit of truth! JR and the RKC have appeared at venues such as the legendary Ryman Auditorium, The Bluebird Caf, The Ford Theater at the Country Music Hall of Fame, Tootsies Orchid Lounge, Caffeine Coffee Bar, the Commodore Lounge, the French Quarter Caf, and various corporate events and parties. They have had the privilege of opening up for Jamie ONeal, Ray Price, Bobby Bare, Bryan White, Daryle Singletary, Catherine Britt, and Linda Davis. JR & The Roadkill Choir recently won the WSM 650 AM quot;Tootsies to the Rymanquot; Battle of the Bands competition in Nashville. They were selected as one 16 finalists from a pool of over 1,000 entries. They emerged victorious and had the honor of opening for Ray Price on October 21, 2005, at the historic Ryman Auditorium. If you appreciate the humor of the TV show King of the Hill and the movie Raising Arizona, youll enjoy this band.",walmart.com,Walmart,CD BABY.COM/INDYS,0,[IMG_CATEID_2072]
2846,3468205,Air Nailer Gun Straight Nail Gun Pneumatic Tools Air Tools Nail Gun F30,Tools & Home Improvement,Power Tools,What are some reliable tools for efficient home construction projects?,1777089,nail gun depot,Air Nailer Gun Straight Nail Gun Pneumatic Tools Air Tools Nail Gun F30,tool open in gun skull from gun on AliExpress.com | Alibaba Group,aliexpress.com,AliExpress,Yueqing ZhongCheng Tools Factory,0,[IMG_CATEID_90]
2847,1942925,Klutch 15-Slot Universal Wrench Pouch,Tools & Home Improvement,Tool Storage & Organization,How can I efficiently organize and store my wrenches to save space?,2935782,Portable Wrench Holder,Klutch 15-Slot Universal Wrench Pouch,"Sturdy Klutch fabric pouch is ideal for organizing, storing and transporting wrenches. Includes 15 slots that provide ample room for SAE and metric wrenches. Capacity qty. 15, Mounting Type Drawer, hanging, Storage Type Pouch. 15 slots for wrenches Tie-trap design keeps things stored neatly Rolls up to save space Eyelets for mounting Pouch is 17.5in.H x 24.75in.W Slot dimensions smallest 1 1/4in. and largest 2 5/8in. Model Number: 81684. Age Group: Adult.",northerntool.com,Northern Tool,Klutch,1,[IMG_CATEID_3746]
2848,1720927,Ebonite Game Breaker 3 X-OUT Bowling Ball,Sports & Outdoors,Bowling Equipment,What should I look for in a bowling ball for medium to heavy oil lanes?,1636654,large scale bowling ball game,Ebonite Game Breaker 3 X-OUT Bowling Ball,Ebonite continues the successful Game Breaker line of mid performance bowling balls with the Game Breaker 3. Ebonite has taken the proven motion of the original Game Breaker 2 and amped up the coverstock to give tournament bowlers the ideal ball for current oil conditions. The Enhanced V2 core paired with the GB 12.7 Hybrid coverstock is compatible with any medium to heavy oiled lanes for a variety of bowling styles. This bowling ball offers predictable and continuous ball motion like no other. - Color: Black/Purple - Coverstock: GB 12.7 Hybrid - Core: Enhanced V2 - Finish: 500 / 2000 Abralon - Reaction: Strong Mid-lane and Continuous Hook - Recommended Lane Condition: Medium to Heavy Oil - RG: 2.48 (15# ball) - Differential: .048 (15# ball),bowling.com,Bowling.com,Ebonite,0,[IMG_CATEID_1282]
2849,2354426,Barska FV-2000 Fire Vault Safe Keypad Lock,Home & Security,Safes,What are some reliable options for keeping valuable items secure at home?,2714086,how much does it cost to rent a safe deposit box,Barska FV-2000 Fire Vault Safe Keypad Lock,Barska FV-2000 Fire Vault Safe Keypad Lock,adlucent.com,JCPenney,BARSKA,0,[IMG_CATEID_2098]
2850,4075794,New England Patriots Bleacher Men's Flannel Pajama Pants - Medium,Clothing & Accessories,Sports Apparel,Where can I find comfortable pajamas that show support for my favorite sports team?,484349,mens plaid flannel pajamas,New England Patriots Bleacher Men's Flannel Pajama Pants - Medium,Medium,sportsfanfare.com,sportsfanfare,Concept Sports,1,[IMG_CATEID_2939]
2851,823844,"Redken Shades Eq Color Gloss Hair Color For Unisex, 000 Crystal Clear,",Beauty & Personal Care,Hair Color,How can I achieve a long-lasting and nourishing hair color at home?,719495,shades eq crystal clear new packaging,"Redken Shades Eq Color Gloss Hair Color For Unisex, 000 Crystal Clear,","Redken Shades EQ Color Gloss Hair Color for Unisex, 000 Crystal Clear, 16.89 Ounce Product Features Dermatologist tested 100 percent gray coverage This is a rich, long-lasting color Product Specifications Product Dimensions: 2.3 x 2.3 x 9 inches ; 1.6 ounces Shipping Weight: 2 pounds UPC: 743877076487 881490529710 885124562548 880147824666 885287646819 885103993172 884601774801 Item model number: 0000008054 #392 in Hair Color Why Buy From Us? Trusted Seller, Great Feedback Quick Shipping and Tracking HUGE Discounts Excellent Returns Policy Great Customer Service Shipping & Returns We Ship Fast! 14 Day Money Back Return Policy Items Ship so fast that we cannot honor cancel requests Product Description Color:000 Crystal Clear | Size:16.9 oz. This is a rich, long-lasting color. Its nourishing avocado conditioner. 100percent gray coverage. The nourishing color treatment that gives you rich, healthy-looking color. Thank You For Your Business!",ebay.com,eBay,Redken,0,[IMG_CATEID_577]
2852,311142,Bosch 4 Gallon Point of Use Mini Tank Electric Water Heater,Home Improvement,Water Heaters,What are some compact solutions for providing hot water in small spaces?,4750500,source point water heater,Bosch 4 Gallon Point of Use Mini Tank Electric Water Heater,Under-sink design. 6.8 GPH Continuous Recovery Rate at 90° F Rise,acwholesalers.com,ACWholesalers,Bosch Thermotechnology,1,[IMG_CATEID_3274]
2853,2848135,"VORTEXTAN/Beige 18' Foot Vortex Ultra Pontoon Boat COVERINCLUDES Support System, HAS Elastic and Straps FITS 16'1"" to 17' to 18' FT Long Deck Area,",Automotive & Marine,Boat Accessories,What are some durable options for protecting my pontoon boat from the elements?,3610775,pontoon trailers,"VORTEXTAN/Beige 18' Foot Vortex Ultra Pontoon Boat COVERINCLUDES Support System, HAS Elastic and Straps FITS 16'1"" to 17' to 18' FT Long Deck Area,","HEAVY DUTY 600D WATERPROOF FABRIC HAS ELASTIC BAND AS WELL AS STRAPS TRI-PURPOSE COVER/STORAGE/MOORING/TRAILERING **********INCLUDES SUPPORT SYSTEM********** TOLL FREE ASSISTANCE: 1800-309-5190 8:30am to 4:30pm CST Monday-Friday 5 YEAR WARRANTY Toll Free Information Hotline 1-800-309-5190. Sales hours: Monday - Friday 8:30a.m. to 4:30p.m. Central Standard Time These are the best boat covers available. They are suitable for STORAGE, MOORING, AS WELL AS TRAILERING. The cover is made from marine grade polyester canvass. The cover is made from 7.8 oz/600d/600 denier solution dyed polyester. The fabric is then coated twice with polyurethane on the bottom or downside, UV protected, and mildew protected. What this all adds up to is the best cover available. It is nearly twice as thick as what you see readily available commercially. It is designed to keep water out, as it is WATERPROOF. Yet, water vapor can permeate it, so it will keep moisture out, but will not keep moisture in! 600d is an indirect measurement of density and weight. The higher the number, the heavier, thicker, and heavier duty. This is the thickest cover you will find. You will see a lot of 300d, even 150d covers, which are proportionally half as thick and 1/4 as thick as our covers. These are very waterproof. Included is a single pole support system to create an arch so the cover can shed, rather than collect water. SPECIFICS FOR THIS COVER: This particular unit will fit a pontoon or deck boat with deck or playpen area between 16'1"" and 18 ft AND A BEAM OF UP TO 102"". It will accomodate up to a 102"" beam, which is very standard for pontoon boats of this length.",amazon.com,Amazon.com,THE VORTEX COMPANY,0,[IMG_CATEID_2924]
2854,295269,Rockport Works Women's Steel Toe Boat Shoes,Apparel & Accessories,Safety Footwear,What are some durable and protective shoes suitable for work environments?,224118,folk hero who worked with steel,Rockport Works Women's Steel Toe Boat Shoes,"The Women's Steel Toe Boat Shoes from Rockport Works meet or exceed ASTM class 75 impact and compression standards and ASTM EH standards. Offer superior slip, oil, abrasion and chemical resistance. Brown. RK676",gearcor.com,Gearcor,Rockport Works,0,[IMG_CATEID_323]
2855,1774308,Frigidaire 5 Burners 5-Cu Ft Self-Cleaning Slide-In Gas Range (Stainle,Home Appliances,Kitchen Appliances,What are some features to look for in a modern gas range for efficient cooking and easy maintenance?,2599036,costco pay range,Frigidaire 5 Burners 5-Cu Ft Self-Cleaning Slide-In Gas Range (Stainle,Upgrade your kitchen and get the look of a built-in range with the fit of a traditional freestanding range. Get meals on the table faster with our 17000 BTU Burner - water boils faster than the traditional setting. Move heavy pots and pans without lifting with continuous corner-to-corner grates. Your oven cleans itself - so you dont have to - self clean options available in 2 3 and 4-hour cycles. Sealed gas burners - enjoy easier cleanup and a Burner that stays looking great. Delay clean - set the oven to begin cleaning on your schedule. Low simmer Burner - perfect for cooking delicate foods and sauces. With the Store-More storage drawer you will have extra space to store your cookware. Our extra-large oven window makes it easier to check on the status of your dish without having to open the oven door.,lowes.com,Lowe's,Frigidaire,0,[IMG_CATEID_3724]
2856,1463927,Terry Snap Robe (77066),Clothing & Apparel,Loungewear,What are some comfortable options for a robe that I can wear around the house?,4446111,Full Length Snap Front Robes,Terry Snap Robe (77066),Soft terry robe is perfect for mornings or lounging. Full snap front for easy on/off. Polyester. Machine wash and dry. Imported. -Approximate lengths: -For SM-LG - approx. 42 long-For 1X-4X - approx. 44 long;-Available in sizes: SM(6-8) MED(10-12) LG(14-16) 1X(16W-18W) 2X(20W-22W) 3X(24W-26W) or 4X(28W-30W);,offeredby.net,Carol Wright Gifts,CarolWrightGifts,1,[IMG_CATEID_477]
2857,3315055,Eden Bath EB_S002WT-P White Travertine Bowl Stone Sink,Home & Garden,Bathroom Fixtures,What are some elegant options for unique bathroom sinks that add a touch of natural beauty?,3513419,eden ex410sc4,Eden Bath EB_S002WT-P White Travertine Bowl Stone Sink,"Round Stone Vessel Bathroom Sink White Travertine. Eden Bath White Travertine Bowl Stone Sink. Stone Vessel Collection - Above Counter. Outer Dimensions: 16.5"" Diameter x 5.5"" Height. Drain Size/Overflow: 1 5/8"" - No Overflow. Drain Not Included - Sold Separately. Less Faucet. See: Eden Bath Vessel Faucet section.. The Eden Bath white polished travertine stone bowl sink provides a simple yet elegant design that will work with nearly any decor.. Only a stone sink can provide natural warmth and serenity to your bathroom while maintaining complete practicality.. As hand-crafted works of art created from natural stone, each stone sink will have its own unique finish and may not be exactly as shown in the photo(s).. EDEN BATH - Contemporary Bathroom Fixtures Inspired By Nature.",adlucent.com,eFaucets.com,Eden Bath,0,[IMG_CATEID_757]
2858,2479920,Harman Kardon Onyx Studio 3 (Black),Electronics,Audio Equipment,What are some high-quality portable speakers for enjoying music at home and on the go?,4574350,harman kardon onyx studio reservdelar,Harman Kardon Onyx Studio 3 (Black),"Bluetooth transmitter modulation Bluetooth version 4.1 Battery charge time - 5hours Woofer 2 x 75mm, Tweeter 2 x 20mm Rated power: 4x15W(AC mode); 4x7.5W(Battery mode) Crafted with high-end materials, the Harman Kardon Onyx Studio 3 is a full-featured, portable Bluetooth speaker that delivers powerful audio with the iconic Harman Kardon design. You can enjoy music up to 5 hours of playtime thanks to the rechargeable battery and wirelessly connect two Harman Kardon Wireless Dual Sound enabled speakers together to elevate your music listening experience. Users will be able to make clear phone calls with the speaker from its built-in microphone which is powered by noise and echo cancelling technology. The exquisite design will enhance the style and compliment any room. WIRELESS BLUETOOTH STREAMING Stream music wirelessly via Bluetooth to enjoy room-filling sound. Connect up to 3 smart devices at the same time and take turns playing music. RECHARGEABLE BATTERY Built-in rechargeable Li-ion battery supports up to 5 hours of playtime. BUILT-IN MICROPHONE CONFERENCING SYSTEM Harman noise and echo cancelling technology delivers crystal clear conference calls. WIRELESS DUAL SOUND Wirelessly connect two Harman Kardon Wireless Dual Sound enabled speakers to elevate your music listening experience. PREMIUM MATERIALS Fabric finishing compliments this iconic design and adds style when youre on-the-go. Specifications Bluetooth version: 4.1 Support: A2DP 1.3, AVRCP 1.5, HFP 1.6 Transducers: Woofer 2 x 75mm, Tweeter 2 x 20mm Rated Power: 4 x 15W (AC mode); 4 x 7.5W (Battery mode) Frequency response: 50Hz-20kHz (-6dB) Signal-to-noise ratio: 80dB A-weighted Power supply: 19V/2A Battery type: 3.7V/2600mAh Lithium-ion Battery charge time: 5 hours Music playtime: up to 5 hours (Varies by volume level and music content) Dimension (H x W x D): 278.0 x 162.8 x 258.0mm Weight: 2071g",amazon.com,Amazon.com,Harman Kardon,1,[IMG_CATEID_4553]
2859,3158837,Saks Fifth Avenue Men's COLLECTION Golf Shorts - Mineral Red - Size 42,Fashion & Apparel,Men's Sportswear,What are some good options for comfortable men's shorts suitable for casual outings?,4037920,colorful golf shorts for men florida,Saks Fifth Avenue Men's COLLECTION Golf Shorts - Mineral Red - Size 42,"EXCLUSIVELY OURS. Designed for downtime, these flat-front shorts feature a relaxed silhouette and clean lines. Zip fly Side slash pockets Back welt pockets Inseam, about 10"" Polyester Machine wash Imported. Mens Pvt Brands - Sfamc Sportswear. Saks Fifth Avenue. Color: Mineral Red. Size: 42.",saksfifthavenue.com,Saks Fifth Avenue,Saks Fifth Avenue,1,[IMG_CATEID_396]
2860,635948,Microsoft Office 2016 Home & Student PC License,Software,Productivity Software,What are some tools that can help improve my productivity on a PC?,2046870,speech to text software,Microsoft Office 2016 Home & Student PC License,"Microsoft Office 2016 Home & Student PC License ***THIS PRODUCT REQUIRES WINDOWS 7 or NEWER*** Step into the new age of Office with this digital download of Microsoft Office Home and Student 2016 containing the 2016 versions of your favorite productivity software. Upgraded Word, Excel, PowerPoint and OneNote have been thoughtfully enhanced with new time-saving features and a sleek, modern look. Of course, Office 2016 is fully cloud-capable, touchscreen-optimized and accessible via Microsoft Web Apps to allow you to work from anywhere with any device. OneNote is a must for students who need to be able to stash notes, ideas, web pages, photos, audio and video in one simplified interface. You can draw, jot and type up notes during class for easy reference later. Word, Excel and PowerPoint have a beautiful new look that allows you to stay focused on your work with zero distractions.",mychoicesoftware.com,My Choice Software,Microsoft,0,[IMG_CATEID_2710]
2861,746709,10-Day Green Smoothie Cleanse,Health & Wellness,Detox & Cleansing,What are some effective ways to detox and boost my energy levels?,2537553,10 day detox diet autoimmune solution,10-Day Green Smoothie Cleanse,"The 10-day green smoothie cleanse will jump-start your weight loss, increase your energy level, clear your mind, and improve your overall health. Smith will help you learn to live a healthier lifestyle of detoxing and healthy eating.",walmart.com,Walmart,Fr. J J Smith,0,[IMG_CATEID_2259]
2862,445013,"12-1/8"" x 9-1/8"" x 1/2"" Kraft Corrugated Adjustable Bookfold Mailer S-327 - 50/bundle",Office & Shipping Supplies,Packaging Materials,What are some cost-effective options for shipping books securely?,210121,packaging supplies,"12-1/8"" x 9-1/8"" x 1/2"" Kraft Corrugated Adjustable Bookfold Mailer S-327 - 50/bundle","12 1/8"" x 9 1/8"" x 1/2"" Kraft Corrugated Adjustable Bookfold Economical Mailer Adjustable Depths of 1/2"" & 1"" Just place product in the center of these 12 1/8 inch x 9 1/8 inch x 1/2 inch Kraft Corrugated Bookfold Mailer and fold in the sides at your desired depth of 1/2 inch, or 1 inch and seal with packaging tape. This Product is similar to Uline S-327",interplas.com,International Plastics,International Plastics,1,[IMG_CATEID_4543]
2863,1295817,Lularoe Os One Size Valentines Day Leggings Black W/ Red And Black,Fashion & Apparel,Leggings,Where can I find festive leggings for special occasions?,3709588,lularoe leggings,Lularoe Os One Size Valentines Day Leggings Black W/ Red And Black,"LULAROE OS ONE SIZE VALENTINES DAY LEGGINGS BLACK W/ RED AND BLACK HEARTS ROSES ? No returns. Shipping to continuous United States only. Please message with any questions, and thanks for looking!",ebay.com,eBay,LuLaRoe,1,[IMG_CATEID_385]
2864,256758,Pinch Pleat Drapery in 500+ Fabrics - Custom Made,Home & Living,Window Treatments,What are some stylish options for custom window drapery?,4265575,where to buy curtains 85308,Pinch Pleat Drapery in 500+ Fabrics - Custom Made,"Give windows timeless appeal with Pinch Pleat Drapery. 3-finger pleats pinched 1.5"" from the heading create iconic fan shape. Available in over 500 fabrics & expertly hand-sewn & finished. Handcrafted in the USA & tailor made to Widths: 12"" - 209"" & Heights: 12"" - 234"".",smithandnoble.com,Smith & Noble,Smith & Noble,0,[IMG_CATEID_359]
2865,2434352,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days! (Paperback) by J.J. Smith,Health & Wellness,Diet & Nutrition,How can I quickly lose weight and boost my energy through a natural cleanse?,4108666,detox meals,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days! (Paperback) by J.J. Smith,"Find Books at Target.com! The 10-Day Green Smoothie Cleanse will jump-start your weight loss, increase your energy level, clear your mind, and improve your overall health. Made up of supernutrients from leafy greens and fruits, green smoothies are filling and healthy and you will enjoy drinking them. Your body will also thank you for drinking them as your health and energy improve to levels you never thought possible. It is an experience that could change your life if you stick with it! This book provides a shopping list, recipes, and detailed instructions for the 10-day cleanse, along with suggestions for getting the best results. It also offers advice on how to continue to lose weight and maintain good health afterwards. Are you ready to look slimmer, healthier, and sexier than you have in years? Then get ready to begin the 10-Day Green Smoothie Cleanse! If you successfully complete the 10-Day Green Smoothie Cleanse, you will? Lose 10?15 pounds in 10 days? Get rid of stubborn body fat, including belly fat? Drop pounds and inches fast, without grueling workouts? Learn to live a healthier lifestyle of detoxing and healthy eating? Naturally crave healthy foods so you never have to diet again? Receive over 100 recipes for various health conditions and goals",target.com,Target,Other,0,[IMG_CATEID_2259]
2866,323648,"Vet's Best Dog Ear Relief Wash, Veterinarian Formulated, 4 Ounce",Pet Supplies,Dog Health Care,How can I help my dog's ears stay clean and healthy?,74524,best medicine for dogs with itch in his ears and what ingredients are in it,"Vet's Best Dog Ear Relief Wash, Veterinarian Formulated, 4 Ounce","Find Vet's Best Dog Ear Relief Wash, Veterinarian Formulated, 4 Ounce on eBay in the category Pet Supplies>Dog Supplies>Health Care>Ear Care.",ebay.com,eBay,Vet's Best,1,[IMG_CATEID_2308]
2867,331631,Resident Evil The Mercenaries 3D - Nintendo 3DS,Video Games,Handheld Console Games,What are some exciting action games available for portable gaming consoles?,838051,resident evil the mercenaries 3d,Resident Evil The Mercenaries 3D - Nintendo 3DS,"Playable characters Chris Redfield, Krauser, Hunk, Jill Valentine, Albert Wesker, Barry Burton, and Rebecca Chambers are joined by Claire Redfield, making her debut in a Mercenaries game. These favorite characters from Resident Evil past and present...",parenting.com,Parenting,Capcom,0,[IMG_CATEID_397]
2868,1439226,"Camco Hitch Mount Flagpole Holder, Multicolor",Automotive,Vehicle Accessories,What are some ways to display a flag on my vehicle for events or parades?,3341045,Flag Poles for Truck Hitch,"Camco Hitch Mount Flagpole Holder, Multicolor","Showcase your country, team or state pride when you add this Camco Hitch Mount Flagpole Holder to your vehicle. It's constructed with a black powder-coated finish that's suitable for withstanding inclement weather for added strength and durability. This hitch mount flag holder allows users to easily attach 2 inch diameter flagpoles to the rear of their automobile. It comes with a handy thumbscrew, which makes it easy to keep the pole in place. This trailer hitch flag holder is ideal for RV vehicle use or it can be added to the back of a truck or SUV that has a tow hitch. It's available in a neutral black hue that will fit in easily with the color scheme of most any vehicle. The Camco Hitch Mount Flagpole Holder will fit any standard 2 inch hitch receiver, and it is easy to set up and use. It's constructed of a sturdy steel material so it will last. Size: 2. Color: Multicolor.",walmart.com,Walmart,Camco,1,[IMG_CATEID_2355]
2869,1483282,"Firestone ChampionFuel Fighter 205/60r16 92H BW Grand Touring tire, Black",Automotive,Tires,What should I consider when looking for durable and efficient car tires?,2753785,firestone tires%2c watsonville,"Firestone ChampionFuel Fighter 205/60r16 92H BW Grand Touring tire, Black",Firestone ChampionFuel Fighter 205/60R16 92H BW Grand Touring tire Color: Black.,walmart.com,Walmart,Firestone,1,[IMG_CATEID_3189]
2870,1929567,PIT BOSS 50610 Sweet Heat Rub and Grill Spices and Rubs,Food & Beverages,Spices & Seasonings,What are some flavorful spices to enhance my grilling experience?,352407,pit boss grills,PIT BOSS 50610 Sweet Heat Rub and Grill Spices and Rubs,5 oz. shakers Gluten Free The product contains No MSG Made in United States,amazon.com,Amazon.com,PIT BOSS,0,[IMG_CATEID_1002]
